code,name,date,area_ha
10629,Alto São Francisco,5/1996,147080.3748324538
10626,Baixo São Francisco,6/1996,31338.231744714496
10627,Submédio São Francisco,6/1996,147557.2212802151
10628,Médio São Francisco,6/1996,397822.09158671874
10629,Alto São Francisco,6/1996,146446.3829016281
10626,Baixo São Francisco,7/1996,31142.44464354895
10627,Submédio São Francisco,7/1996,149968.6886844322
10628,Médio São Francisco,7/1996,395847.9038640884
10629,Alto São Francisco,7/1996,147231.81231268094
10626,Baixo São Francisco,8/1996,32278.3687187508
10627,Submédio São Francisco,8/1996,145272.59702552564
10628,Médio São Francisco,8/1996,398279.1358193823
10629,Alto São Francisco,8/1996,149745.0676950663
10626,Baixo São Francisco,9/1996,31905.951945225668
10627,Submédio São Francisco,9/1996,148676.43941259553
10628,Médio São Francisco,9/1996,393810.87054626615
10629,Alto São Francisco,9/1996,149893.22150200847
10626,Baixo São Francisco,10/1996,32515.85341914484
10627,Submédio São Francisco,10/1996,147951.5171334785
10628,Médio São Francisco,10/1996,392948.74434593547
10629,Alto São Francisco,10/1996,144445.9808147845
10626,Baixo São Francisco,11/1996,33400.30942386289
10627,Submédio São Francisco,11/1996,148791.2702905732
10628,Médio São Francisco,11/1996,392171.6915559857
10629,Alto São Francisco,11/1996,143218.92350609126
10626,Baixo São Francisco,12/1996,34049.00858045713
10627,Submédio São Francisco,12/1996,145873.9620869659
10628,Médio São Francisco,12/1996,378896.6728450644
10629,Alto São Francisco,12/1996,135532.03989985597
10626,Baixo São Francisco,1/1997,33908.60519886269
10627,Submédio São Francisco,1/1997,143047.53358714894
10628,Médio São Francisco,1/1997,446740.08742597833
10629,Alto São Francisco,1/1997,156160.81560957702
10626,Baixo São Francisco,2/1997,30499.62267687249
10627,Submédio São Francisco,2/1997,144164.11691550995
10628,Médio São Francisco,2/1997,483940.3979383202
10629,Alto São Francisco,2/1997,159722.99341191578
10626,Baixo São Francisco,3/1997,31738.77230688161
10627,Submédio São Francisco,3/1997,145127.70089914443
10628,Médio São Francisco,3/1997,491329.1347768079
10629,Alto São Francisco,3/1997,157374.12532127276
10626,Baixo São Francisco,4/1997,31923.167890879195
10627,Submédio São Francisco,4/1997,146056.85668345756
10628,Médio São Francisco,4/1997,483154.5195512932
10629,Alto São Francisco,4/1997,159252.92363030894
10626,Baixo São Francisco,5/1997,31203.968761584907
10627,Submédio São Francisco,5/1997,147703.5621321072
10628,Médio São Francisco,5/1997,501969.7239714332
10629,Alto São Francisco,5/1997,158429.97436055233
10626,Baixo São Francisco,6/1997,29837.850670010117
10627,Submédio São Francisco,6/1997,150429.5252292049
10628,Médio São Francisco,6/1997,504692.0026947878
10629,Alto São Francisco,6/1997,162720.11543707846
10626,Baixo São Francisco,7/1997,30679.94044225801
10627,Submédio São Francisco,7/1997,152448.48545281828
10628,Médio São Francisco,7/1997,507295.6894641087
10629,Alto São Francisco,7/1997,164044.45432559037
10626,Baixo São Francisco,8/1997,31176.973768568198
10627,Submédio São Francisco,8/1997,146078.58526883152
10628,Médio São Francisco,8/1997,505035.0961964354
10629,Alto São Francisco,8/1997,164343.9107934566
10626,Baixo São Francisco,9/1997,31440.11828250021
10627,Submédio São Francisco,9/1997,148132.22587975714
10628,Médio São Francisco,9/1997,495512.7539795344
10629,Alto São Francisco,9/1997,160987.21947631717
10626,Baixo São Francisco,10/1997,31928.093887398634
10627,Submédio São Francisco,10/1997,149403.23404412364
10628,Médio São Francisco,10/1997,485098.7296982549
10629,Alto São Francisco,10/1997,146507.04143671412
10626,Baixo São Francisco,11/1997,32722.527501059118
10627,Submédio São Francisco,11/1997,147289.47139221017
10628,Médio São Francisco,11/1997,463213.7042086354
10629,Alto São Francisco,11/1997,146816.507813014
10626,Baixo São Francisco,12/1997,31501.65979951098
10627,Submédio São Francisco,12/1997,139819.75151848825
10628,Médio São Francisco,12/1997,392063.4101051533
10629,Alto São Francisco,12/1997,129618.74791842046
10626,Baixo São Francisco,1/1998,30129.13664558984
10627,Submédio São Francisco,1/1998,136121.48514689467
10628,Médio São Francisco,1/1998,403171.0934916207
10629,Alto São Francisco,1/1998,152026.63852060246
10626,Baixo São Francisco,2/1998,29114.82644287029
10627,Submédio São Francisco,2/1998,138984.7953461496
10628,Médio São Francisco,2/1998,433496.614814476
10629,Alto São Francisco,2/1998,148966.72014701425
10626,Baixo São Francisco,3/1998,29217.822697069667
10627,Submédio São Francisco,3/1998,138645.91392808466
10628,Médio São Francisco,3/1998,440072.614227956
10629,Alto São Francisco,3/1998,150560.1263273305
10626,Baixo São Francisco,4/1998,28845.116870640013
10627,Submédio São Francisco,4/1998,138878.25266465687
10628,Médio São Francisco,4/1998,429364.46020763536
10629,Alto São Francisco,4/1998,154375.7356618162
10626,Baixo São Francisco,5/1998,29229.052189904512
10627,Submédio São Francisco,5/1998,140611.91468981295
10628,Médio São Francisco,5/1998,436413.1657995735
10629,Alto São Francisco,5/1998,149146.22686317205
10626,Baixo São Francisco,6/1998,28574.967234347743
10627,Submédio São Francisco,6/1998,144641.34967883007
10628,Médio São Francisco,6/1998,462918.1697144503
10629,Alto São Francisco,6/1998,153563.52785893955
10626,Baixo São Francisco,7/1998,29211.26310590588
10627,Submédio São Francisco,7/1998,143626.18683889174
10628,Médio São Francisco,7/1998,455768.33158168057
10629,Alto São Francisco,7/1998,154262.74384330225
10626,Baixo São Francisco,8/1998,30257.362786412665
10627,Submédio São Francisco,8/1998,143227.69878830315
10628,Médio São Francisco,8/1998,451638.6766919527
10629,Alto São Francisco,8/1998,154432.01025751166
10626,Baixo São Francisco,9/1998,29389.755566886248
10627,Submédio São Francisco,9/1998,144861.677904632
10628,Médio São Francisco,9/1998,422049.3422070521
10629,Alto São Francisco,9/1998,152641.24900062065
10626,Baixo São Francisco,10/1998,31010.426163378168
10627,Submédio São Francisco,10/1998,145864.0371486715
10628,Médio São Francisco,10/1998,419753.8724440673
10629,Alto São Francisco,10/1998,142144.1103383716
10626,Baixo São Francisco,11/1998,30671.80144632324
10627,Submédio São Francisco,11/1998,144985.1930379111
10628,Médio São Francisco,11/1998,388847.8652328995
10629,Alto São Francisco,11/1998,136645.2557577486
10626,Baixo São Francisco,12/1998,30745.952086814774
10627,Submédio São Francisco,12/1998,140977.3731186476
10628,Médio São Francisco,12/1998,357919.65675467235
10629,Alto São Francisco,12/1998,131259.37576827785
10626,Baixo São Francisco,1/1999,32454.03984796416
10627,Submédio São Francisco,1/1999,140120.8450000373
10628,Médio São Francisco,1/1999,405327.42524886667
10629,Alto São Francisco,1/1999,139579.81344717307
10626,Baixo São Francisco,2/1999,30988.64678442193
10627,Submédio São Francisco,2/1999,145366.044893463
10628,Médio São Francisco,2/1999,409446.7624587983
10629,Alto São Francisco,2/1999,140775.2564131289
10626,Baixo São Francisco,3/1999,30749.81776868323
10627,Submédio São Francisco,3/1999,143484.57667179094
10628,Médio São Francisco,3/1999,409737.5021877637
10629,Alto São Francisco,3/1999,142733.6543320658
10626,Baixo São Francisco,4/1999,32925.7717338365
10627,Submédio São Francisco,4/1999,146535.0683147277
10628,Médio São Francisco,4/1999,409876.9830070356
10629,Alto São Francisco,4/1999,143779.0744016463
10626,Baixo São Francisco,5/1999,32859.379669275
10627,Submédio São Francisco,5/1999,146351.50730007357
10628,Médio São Francisco,5/1999,412481.60927162494
10629,Alto São Francisco,5/1999,141491.72082164386
10626,Baixo São Francisco,6/1999,29761.469242976968
10627,Submédio São Francisco,6/1999,148177.91553891814
10628,Médio São Francisco,6/1999,411515.5996037016
10629,Alto São Francisco,6/1999,145072.78185232906
10626,Baixo São Francisco,7/1999,30308.963865178383
10627,Submédio São Francisco,7/1999,149616.179011251
10628,Médio São Francisco,7/1999,410874.7029565949
10629,Alto São Francisco,7/1999,145330.7958382561
10626,Baixo São Francisco,8/1999,30395.31336013063
10627,Submédio São Francisco,8/1999,146389.23169141423
10628,Médio São Francisco,8/1999,407393.7394287282
10629,Alto São Francisco,8/1999,145128.917155566
10626,Baixo São Francisco,9/1999,29925.38089254471
10627,Submédio São Francisco,9/1999,148486.49250515096
10628,Médio São Francisco,9/1999,394922.0179394765
10629,Alto São Francisco,9/1999,147360.9673099579
10626,Baixo São Francisco,10/1999,31460.018683716095
10627,Submédio São Francisco,10/1999,144812.23403521505
10628,Médio São Francisco,10/1999,398574.8970170397
10629,Alto São Francisco,10/1999,141385.4332084415
10626,Baixo São Francisco,11/1999,32067.3208300114
10627,Submédio São Francisco,11/1999,146478.59064536568
10628,Médio São Francisco,11/1999,387912.3698753204
10629,Alto São Francisco,11/1999,137334.57605808563
10626,Baixo São Francisco,12/1999,33315.520392026905
10627,Submédio São Francisco,12/1999,143194.28677272898
10628,Médio São Francisco,12/1999,369987.9397148576
10629,Alto São Francisco,12/1999,132729.1905428771
10626,Baixo São Francisco,1/2000,27439.36019674953
10627,Submédio São Francisco,1/2000,135329.7553893941
10628,Médio São Francisco,1/2000,380238.37495796016
10629,Alto São Francisco,1/2000,127276.7699013488
10626,Baixo São Francisco,2/2000,26434.85033011649
10627,Submédio São Francisco,2/2000,138720.78891488377
10628,Médio São Francisco,2/2000,386591.1711707484
10629,Alto São Francisco,2/2000,127806.88987843836
10626,Baixo São Francisco,3/2000,26512.671458071487
10627,Submédio São Francisco,3/2000,136681.48629517763
10628,Médio São Francisco,3/2000,399189.6613081623
10629,Alto São Francisco,3/2000,137105.60235640165
10626,Baixo São Francisco,4/2000,27452.487543061052
10627,Submédio São Francisco,4/2000,138383.05867673564
10628,Médio São Francisco,4/2000,383441.68278632575
10629,Alto São Francisco,4/2000,134594.71580048656
10626,Baixo São Francisco,5/2000,26588.14897660772
10627,Submédio São Francisco,5/2000,141893.97148259336
10628,Médio São Francisco,5/2000,395377.3524317868
10629,Alto São Francisco,5/2000,132966.3001238852
10626,Baixo São Francisco,6/2000,27300.05187439461
10627,Submédio São Francisco,6/2000,143553.9832964978
10628,Médio São Francisco,6/2000,390648.6181362141
10629,Alto São Francisco,6/2000,132751.05018045186
10626,Baixo São Francisco,7/2000,27097.55368705686
10627,Submédio São Francisco,7/2000,143286.83097729782
10628,Médio São Francisco,7/2000,382260.3039191304
10629,Alto São Francisco,7/2000,130038.81502299348
10626,Baixo São Francisco,8/2000,26356.9238808261
10627,Submédio São Francisco,8/2000,142279.35607410973
10628,Médio São Francisco,8/2000,375145.581537593
10629,Alto São Francisco,8/2000,128574.37521749416
10626,Baixo São Francisco,9/2000,27366.65683089401
10627,Submédio São Francisco,9/2000,139972.9873120386
10628,Médio São Francisco,9/2000,366269.9682517472
10629,Alto São Francisco,9/2000,128862.6702990014
10626,Baixo São Francisco,10/2000,27780.58927396074
10627,Submédio São Francisco,10/2000,140609.0351925081
10628,Médio São Francisco,10/2000,364555.6877841629
10629,Alto São Francisco,10/2000,124565.541187274
10626,Baixo São Francisco,11/2000,27768.822312704997
10627,Submédio São Francisco,11/2000,139405.73707223483
10628,Médio São Francisco,11/2000,353710.6090359652
10629,Alto São Francisco,11/2000,118196.49049762356
10626,Baixo São Francisco,12/2000,27372.35208872253
10627,Submédio São Francisco,12/2000,134930.5294815073
10628,Médio São Francisco,12/2000,341788.7535871067
10629,Alto São Francisco,12/2000,124177.0379973967
10626,Baixo São Francisco,1/2001,26668.220142438517
10627,Submédio São Francisco,1/2001,130915.17415185527
10628,Médio São Francisco,1/2001,343430.5369890089
10629,Alto São Francisco,1/2001,108645.91790228782
10626,Baixo São Francisco,2/2001,26119.12845687673
10627,Submédio São Francisco,2/2001,131898.29556557408
10628,Médio São Francisco,2/2001,340644.6634023131
10629,Alto São Francisco,2/2001,108272.94413528792
10626,Baixo São Francisco,3/2001,26270.31550125506
10627,Submédio São Francisco,3/2001,133130.29330159782
10628,Médio São Francisco,3/2001,342227.4553102734
10629,Alto São Francisco,3/2001,108162.80814119232
10626,Baixo São Francisco,4/2001,26314.41722259762
10627,Submédio São Francisco,4/2001,133838.7743977583
10628,Médio São Francisco,4/2001,337309.14209459623
10629,Alto São Francisco,4/2001,104780.49521838022
10626,Baixo São Francisco,5/2001,25671.953818873484
10627,Submédio São Francisco,5/2001,132354.39600197063
10628,Médio São Francisco,5/2001,334814.8200118867
10629,Alto São Francisco,5/2001,102700.35625575186
10626,Baixo São Francisco,6/2001,25720.65597079101
10627,Submédio São Francisco,6/2001,131539.9523036406
10628,Médio São Francisco,6/2001,328454.94121261
10629,Alto São Francisco,6/2001,104301.40617647648
10626,Baixo São Francisco,7/2001,25550.993630504763
10627,Submédio São Francisco,7/2001,131593.23030294388
10628,Médio São Francisco,7/2001,326770.7312093796
10629,Alto São Francisco,7/2001,103113.52734757208
10626,Baixo São Francisco,8/2001,25679.65867918662
10627,Submédio São Francisco,8/2001,132222.48876384267
10628,Médio São Francisco,8/2001,326252.1035212036
10629,Alto São Francisco,8/2001,105636.9856808189
10626,Baixo São Francisco,9/2001,25851.83341925927
10627,Submédio São Francisco,9/2001,129945.64477512515
10628,Médio São Francisco,9/2001,327131.6891952403
10629,Alto São Francisco,9/2001,106653.99413588276
10626,Baixo São Francisco,10/2001,26233.610916201156
10627,Submédio São Francisco,10/2001,129627.87288954244
10628,Médio São Francisco,10/2001,326569.45420064667
10629,Alto São Francisco,10/2001,106532.97690770036
10626,Baixo São Francisco,11/2001,26542.615836512625
10627,Submédio São Francisco,11/2001,129467.07233984716
10628,Médio São Francisco,11/2001,326795.0849271787
10629,Alto São Francisco,11/2001,106265.98877128409
10626,Baixo São Francisco,12/2001,26875.30305335477
10627,Submédio São Francisco,12/2001,130562.69724030158
10628,Médio São Francisco,12/2001,323779.0602379948
10629,Alto São Francisco,12/2001,106178.73899607516
10626,Baixo São Francisco,1/2002,27520.67111951223
10627,Submédio São Francisco,1/2002,143837.4084880722
10628,Médio São Francisco,1/2002,379453.8909548941
10629,Alto São Francisco,1/2002,124188.63700359224
10626,Baixo São Francisco,2/2002,26822.924566616228
10627,Submédio São Francisco,2/2002,150744.56222359382
10628,Médio São Francisco,2/2002,381097.6190184156
10629,Alto São Francisco,2/2002,125663.2320227462
10626,Baixo São Francisco,3/2002,27749.08188850354
10627,Submédio São Francisco,3/2002,150842.7998398163
10628,Médio São Francisco,3/2002,391739.9986569479
10629,Alto São Francisco,3/2002,126833.85383746497
10626,Baixo São Francisco,4/2002,27494.702140445854
10627,Submédio São Francisco,4/2002,149511.5611841091
10628,Médio São Francisco,4/2002,389121.32579214586
10629,Alto São Francisco,4/2002,127309.49172894808
10626,Baixo São Francisco,5/2002,27632.188835863297
10627,Submédio São Francisco,5/2002,151920.71562526113
10628,Médio São Francisco,5/2002,387057.2242709384
10629,Alto São Francisco,5/2002,124441.94587815278
10626,Baixo São Francisco,6/2002,27249.675138844534
10627,Submédio São Francisco,6/2002,151108.53993914448
10628,Médio São Francisco,6/2002,375824.10637748434
10629,Alto São Francisco,6/2002,126068.10500056036
10626,Baixo São Francisco,7/2002,27400.60643955076
10627,Submédio São Francisco,7/2002,149952.97490204184
10628,Médio São Francisco,7/2002,373451.2783837876
10629,Alto São Francisco,7/2002,123020.27489489908
10626,Baixo São Francisco,8/2002,27106.36301256905
10627,Submédio São Francisco,8/2002,152298.8936108301
10628,Médio São Francisco,8/2002,370357.52539712255
10629,Alto São Francisco,8/2002,124604.91462010216
10626,Baixo São Francisco,9/2002,27744.374692500423
10627,Submédio São Francisco,9/2002,148609.99370012776
10628,Médio São Francisco,9/2002,371758.887616865
10629,Alto São Francisco,9/2002,125464.69095349744
10626,Baixo São Francisco,10/2002,27850.62630133399
10627,Submédio São Francisco,10/2002,148921.0593237459
10628,Médio São Francisco,10/2002,370666.4729666533
10629,Alto São Francisco,10/2002,123221.74590158377
10626,Baixo São Francisco,11/2002,28076.873754755965
10627,Submédio São Francisco,11/2002,143848.28043632474
10628,Médio São Francisco,11/2002,361830.7464131274
10629,Alto São Francisco,11/2002,119268.26948096509
10626,Baixo São Francisco,12/2002,27777.322213617328
10627,Submédio São Francisco,12/2002,141686.17037995512
10628,Médio São Francisco,12/2002,338488.39490314125
10629,Alto São Francisco,12/2002,120626.05985822296
10626,Baixo São Francisco,1/2003,26893.372285421243
10627,Submédio São Francisco,1/2003,137024.39262097917
10628,Médio São Francisco,1/2003,362893.175016592
10629,Alto São Francisco,1/2003,118246.39800775016
10626,Baixo São Francisco,2/2003,27158.64244684093
10627,Submédio São Francisco,2/2003,137611.87140711985
10628,Médio São Francisco,2/2003,369173.2386543284
10629,Alto São Francisco,2/2003,120270.90750886584
10626,Baixo São Francisco,3/2003,27075.697379816476
10627,Submédio São Francisco,3/2003,140383.39005844863
10628,Médio São Francisco,3/2003,371989.8069271592
10629,Alto São Francisco,3/2003,121369.8583348644
10626,Baixo São Francisco,4/2003,26637.356103012746
10627,Submédio São Francisco,4/2003,140333.87178741422
10628,Médio São Francisco,4/2003,370884.5797496323
10629,Alto São Francisco,4/2003,119543.02977743647
10626,Baixo São Francisco,5/2003,26696.76033428178
10627,Submédio São Francisco,5/2003,139555.33278506307
10628,Médio São Francisco,5/2003,366940.48643070913
10629,Alto São Francisco,5/2003,116913.46844524394
10626,Baixo São Francisco,6/2003,25773.79275366244
10627,Submédio São Francisco,6/2003,137410.9937827193
10628,Médio São Francisco,6/2003,351951.4422793445
10629,Alto São Francisco,6/2003,116031.44700862716
10626,Baixo São Francisco,7/2003,26261.82047585324
10627,Submédio São Francisco,7/2003,142287.2894781385
10628,Médio São Francisco,7/2003,356336.13691505906
10629,Alto São Francisco,7/2003,116522.51050165774
10626,Baixo São Francisco,8/2003,26824.84470415008
10627,Submédio São Francisco,8/2003,142871.8735418528
10628,Médio São Francisco,8/2003,354010.2587612935
10629,Alto São Francisco,8/2003,117099.39705109816
10626,Baixo São Francisco,9/2003,27100.899909292137
10627,Submédio São Francisco,9/2003,140933.11416016237
10628,Médio São Francisco,9/2003,355505.40387253714
10629,Alto São Francisco,9/2003,118683.43363227768
10626,Baixo São Francisco,10/2003,27115.819556391776
10627,Submédio São Francisco,10/2003,140714.15747366793
10628,Médio São Francisco,10/2003,355855.0548022123
10629,Alto São Francisco,10/2003,118652.1845913008
10626,Baixo São Francisco,11/2003,27111.613799274663
10627,Submédio São Francisco,11/2003,137769.4658229506
10628,Médio São Francisco,11/2003,345743.5753930689
10629,Alto São Francisco,11/2003,115996.9407816584
10626,Baixo São Francisco,12/2003,27463.3464414809
10627,Submédio São Francisco,12/2003,134981.83014935395
10628,Médio São Francisco,12/2003,337620.0553030451
10629,Alto São Francisco,12/2003,118082.35397032733
10626,Baixo São Francisco,1/2004,29300.250364353276
10627,Submédio São Francisco,1/2004,146032.22978378003
10628,Médio São Francisco,1/2004,398903.3425956111
10629,Alto São Francisco,1/2004,133116.1675213696
10626,Baixo São Francisco,2/2004,31862.44387827576
10627,Submédio São Francisco,2/2004,163328.84235627874
10628,Médio São Francisco,2/2004,420178.2093124923
10629,Alto São Francisco,2/2004,136536.41508624
10626,Baixo São Francisco,3/2004,30580.873181196435
10627,Submédio São Francisco,3/2004,163698.89633416507
10628,Médio São Francisco,3/2004,447678.9594151075
10629,Alto São Francisco,3/2004,138320.76787860977
10626,Baixo São Francisco,4/2004,30903.63874749807
10627,Submédio São Francisco,4/2004,166486.0861774116
10628,Médio São Francisco,4/2004,486983.6226112276
10629,Alto São Francisco,4/2004,139777.02140009633
10626,Baixo São Francisco,5/2004,30475.96840227343
10627,Submédio São Francisco,5/2004,169377.3149931922
10628,Médio São Francisco,5/2004,485519.0183239066
10629,Alto São Francisco,5/2004,140717.82379772322
10626,Baixo São Francisco,6/2004,29822.76389638806
10627,Submédio São Francisco,6/2004,169220.7875119286
10628,Médio São Francisco,6/2004,481655.0232052538
10629,Alto São Francisco,6/2004,142391.4273170542
10626,Baixo São Francisco,7/2004,29097.19264176507
10627,Submédio São Francisco,7/2004,167042.51541626352
10628,Médio São Francisco,7/2004,475962.3509245475
10629,Alto São Francisco,7/2004,139618.4649583813
10626,Baixo São Francisco,8/2004,29968.00225686881
10627,Submédio São Francisco,8/2004,170790.2692092484
10628,Médio São Francisco,8/2004,469383.4209248219
10629,Alto São Francisco,8/2004,138224.39082724773
10626,Baixo São Francisco,9/2004,29979.71955542022
10627,Submédio São Francisco,9/2004,163348.20827964577
10628,Médio São Francisco,9/2004,456921.9667605804
10629,Alto São Francisco,9/2004,136640.9481811694
10626,Baixo São Francisco,10/2004,30606.330826486064
10627,Submédio São Francisco,10/2004,164389.33748504854
10628,Médio São Francisco,10/2004,445559.0300417418
10629,Alto São Francisco,10/2004,133529.48918411415
10626,Baixo São Francisco,11/2004,31651.415279796845
10627,Submédio São Francisco,11/2004,156998.72514421708
10628,Médio São Francisco,11/2004,421980.22857816593
10629,Alto São Francisco,11/2004,127833.37486670898
10626,Baixo São Francisco,12/2004,30937.103748983736
10627,Submédio São Francisco,12/2004,154256.20573698188
10628,Médio São Francisco,12/2004,418740.5404799661
10629,Alto São Francisco,12/2004,129434.99572508546
10626,Baixo São Francisco,1/2005,30108.364805024237
10627,Submédio São Francisco,1/2005,147705.76177343095
10628,Médio São Francisco,1/2005,435046.9673136952
10629,Alto São Francisco,1/2005,140020.89688883326
10626,Baixo São Francisco,2/2005,29954.08078779228
10627,Submédio São Francisco,2/2005,155202.6062664022
10628,Médio São Francisco,2/2005,461245.48693134496
10629,Alto São Francisco,2/2005,143947.95753546228
10626,Baixo São Francisco,3/2005,31194.894464356286
10627,Submédio São Francisco,3/2005,154642.17120858474
10628,Médio São Francisco,3/2005,443474.82909686
10629,Alto São Francisco,3/2005,145474.600009793
10626,Baixo São Francisco,4/2005,29826.89617210281
10627,Submédio São Francisco,4/2005,159721.0040363445
10628,Médio São Francisco,4/2005,461480.8051212386
10629,Alto São Francisco,4/2005,143931.41603521048
10626,Baixo São Francisco,5/2005,30558.633277142435
10627,Submédio São Francisco,5/2005,160637.87583450475
10628,Médio São Francisco,5/2005,476164.4963808458
10629,Alto São Francisco,5/2005,143459.96859575418
10626,Baixo São Francisco,6/2005,30421.488485894857
10627,Submédio São Francisco,6/2005,157405.39488155232
10628,Médio São Francisco,6/2005,474168.5209504392
10629,Alto São Francisco,6/2005,144952.54164407868
10626,Baixo São Francisco,7/2005,30139.274241947456
10627,Submédio São Francisco,7/2005,160873.01953129796
10628,Médio São Francisco,7/2005,467747.7633264702
10629,Alto São Francisco,7/2005,141483.662914299
10626,Baixo São Francisco,8/2005,30745.286704218863
10627,Submédio São Francisco,8/2005,159001.99189287802
10628,Médio São Francisco,8/2005,457206.1697422057
10629,Alto São Francisco,8/2005,139259.68889948833
10626,Baixo São Francisco,9/2005,30972.62456074032
10627,Submédio São Francisco,9/2005,158255.56864709867
10628,Médio São Francisco,9/2005,445104.2076003672
10629,Alto São Francisco,9/2005,140378.04739493612
10626,Baixo São Francisco,10/2005,29910.74601268744
10627,Submédio São Francisco,10/2005,156724.4185314185
10628,Médio São Francisco,10/2005,423946.7396443632
10629,Alto São Francisco,10/2005,133949.85677635574
10626,Baixo São Francisco,11/2005,31305.641961801342
10627,Submédio São Francisco,11/2005,153648.56962668008
10628,Médio São Francisco,11/2005,408909.75028315926
10629,Alto São Francisco,11/2005,129088.18419054254
10626,Baixo São Francisco,12/2005,29339.39448911483
10627,Submédio São Francisco,12/2005,144278.94221319718
10628,Médio São Francisco,12/2005,369641.6339361026
10629,Alto São Francisco,12/2005,137431.00309174007
10626,Baixo São Francisco,1/2006,28776.457748117457
10627,Submédio São Francisco,1/2006,145516.51603483467
10628,Médio São Francisco,1/2006,473757.8417406728
10629,Alto São Francisco,1/2006,138859.21634612788
10626,Baixo São Francisco,2/2006,29639.56138987003
10627,Submédio São Francisco,2/2006,150277.78827380936
10628,Médio São Francisco,2/2006,460544.5701456812
10629,Alto São Francisco,2/2006,139285.12166284025
10626,Baixo São Francisco,3/2006,29334.35965010122
10627,Submédio São Francisco,3/2006,148829.86412581985
10628,Médio São Francisco,3/2006,441469.0145661075
10629,Alto São Francisco,3/2006,143049.23896547692
10626,Baixo São Francisco,4/2006,28889.47434283252
10627,Submédio São Francisco,4/2006,153444.77544447538
10628,Médio São Francisco,4/2006,477119.93018933845
10629,Alto São Francisco,4/2006,143923.96202575482
10626,Baixo São Francisco,5/2006,29557.34532045734
10627,Submédio São Francisco,5/2006,154985.2925181099
10628,Médio São Francisco,5/2006,477827.8575758156
10629,Alto São Francisco,5/2006,142306.90789865263
10626,Baixo São Francisco,6/2006,28191.893697118743
10627,Submédio São Francisco,6/2006,153787.24413209036
10628,Médio São Francisco,6/2006,471777.965770305
10629,Alto São Francisco,6/2006,143766.11378521717
10626,Baixo São Francisco,7/2006,28604.694911324656
10627,Submédio São Francisco,7/2006,154998.02318702283
10628,Médio São Francisco,7/2006,464324.46565726935
10629,Alto São Francisco,7/2006,140402.69768614694
10626,Baixo São Francisco,8/2006,29373.65461528792
10627,Submédio São Francisco,8/2006,154812.35968994274
10628,Médio São Francisco,8/2006,448616.3999872845
10629,Alto São Francisco,8/2006,138220.60140357222
10626,Baixo São Francisco,9/2006,29806.79196018781
10627,Submédio São Francisco,9/2006,154106.95329436584
10628,Médio São Francisco,9/2006,432422.8995301878
10629,Alto São Francisco,9/2006,136566.550558444
10626,Baixo São Francisco,10/2006,29786.58606583033
10627,Submédio São Francisco,10/2006,153426.2142391703
10628,Médio São Francisco,10/2006,416163.8074741995
10629,Alto São Francisco,10/2006,131925.5968237947
10626,Baixo São Francisco,11/2006,30164.08362552588
10627,Submédio São Francisco,11/2006,149471.3889967486
10628,Médio São Francisco,11/2006,403650.2979038956
10629,Alto São Francisco,11/2006,132161.42484777432
10626,Baixo São Francisco,12/2006,29934.105575812537
10627,Submédio São Francisco,12/2006,146326.4068529549
10628,Médio São Francisco,12/2006,407843.3665559459
10629,Alto São Francisco,12/2006,133332.12613179543
10626,Baixo São Francisco,1/2007,30243.97363921782
10627,Submédio São Francisco,1/2007,147320.0451355724
10628,Médio São Francisco,1/2007,454052.6139119032
10629,Alto São Francisco,1/2007,143025.85072801154
10626,Baixo São Francisco,2/2007,31111.739212521014
10627,Submédio São Francisco,2/2007,152297.24761221182
10628,Médio São Francisco,2/2007,467056.9284020985
10629,Alto São Francisco,2/2007,145468.14119276838
10626,Baixo São Francisco,3/2007,31104.08112865445
10627,Submédio São Francisco,3/2007,153776.03097036167
10628,Médio São Francisco,3/2007,480496.5956090915
10629,Alto São Francisco,3/2007,146808.36749932944
10626,Baixo São Francisco,4/2007,29660.960908936737
10627,Submédio São Francisco,4/2007,156465.36954534447
10628,Médio São Francisco,4/2007,477090.91129817
10629,Alto São Francisco,4/2007,144856.63366795113
10626,Baixo São Francisco,5/2007,31401.29541597704
10627,Submédio São Francisco,5/2007,158367.48947760765
10628,Médio São Francisco,5/2007,477342.1800206786
10629,Alto São Francisco,5/2007,142986.20835535813
10626,Baixo São Francisco,6/2007,29128.883136687
10627,Submédio São Francisco,6/2007,157301.56241304765
10628,Médio São Francisco,6/2007,470270.5187426272
10629,Alto São Francisco,6/2007,144125.58913734008
10626,Baixo São Francisco,7/2007,30260.380257624947
10627,Submédio São Francisco,7/2007,157512.70806521314
10628,Médio São Francisco,7/2007,458218.74830718734
10629,Alto São Francisco,7/2007,140582.71316157107
10626,Baixo São Francisco,8/2007,31232.67198242372
10627,Submédio São Francisco,8/2007,158408.59919914338
10628,Médio São Francisco,8/2007,445810.45276719664
10629,Alto São Francisco,8/2007,138451.97709069596
10626,Baixo São Francisco,9/2007,30369.747166100045
10627,Submédio São Francisco,9/2007,156947.88931373978
10628,Médio São Francisco,9/2007,429101.9954030917
10629,Alto São Francisco,9/2007,138231.44718145864
10626,Baixo São Francisco,10/2007,29877.42488416901
10627,Submédio São Francisco,10/2007,154049.63466254668
10628,Médio São Francisco,10/2007,417703.4792830535
10629,Alto São Francisco,10/2007,133550.30050631764
